18,16,0.044060906085384835
18,15,0.34792149833872865
18,14,0.9698895980038057
18,13,1.9425682164351872
18,12,3.1244275591461714
18,11,4.184518779126913
18,10,5.1170032195477555
18,9,5.709638854627475
18,8,5.316728784966441
18,7,4.300148725895644
18,6,3.4052456392639874
18,5,2.28543148590634
18,4,1.216939251186132
18,3,0.4651116692993922
19,17,0.06264969160604084
19,16,0.4388721707861649
19,15,1.172095287860617
19,14,2.410888674264162
19,13,3.8456066168433707
19,12,5.485900590882747
19,11,6.657981170976728
19,10,7.036190909109698
19,9,7.354515126519136
19,8,6.671082693921261
19,7,5.863764539715396
19,6,4.222213095739737
19,5,2.987204452715195
19,4,1.6385536326755656
19,3,0.5891160456072385
20,18,0.07165985442251957
20,17,0.5131991562484299
20,16,1.532176346804655
20,15,2.957886331218903
20,14,4.5629368448988625
20,13,6.841379316939306
20,12,8.27873497308057
20,11,9.001905647268206
20,10,9.521679215340832
20,9,9.577053783935552
20,8,8.340330950233236
20,7,7.027537500519
20,6,5.484504964470608
20,5,3.4340169177948976
20,4,1.9363104725843214
20,3,0.7411696458605163
21,19,0.09059776842946332
21,18,0.5915152112147858
21,17,1.6867963746334942
21,16,3.673160718874249
21,15,5.12681428749155
21,14,7.594004126857126
21,13,9.600482389623787
21,12,10.777108210516879
21,11,11.069888934579016
21,10,12.177201275316364
21,9,10.813959049189434
21,8,9.745903764278134
21,7,7.885337513613841
21,6,6.542420762260004
21,5,4.327733787826836
21,4,2.3775488992282767
21,3,0.9345301556290876
22,20,0.10808864958603012
22,19,0.7164492696543744
22,18,1.8392916844442464
22,17,3.9616130225191526
22,16,6.417936469292735
22,15,8.515248520912213
22,14,10.326392581132373
22,13,12.218200684790268
22,12,13.599308375047979
22,11,14.020872002053727
22,10,13.381617766272278
22,9,12.25606937821472
22,8,11.52285191449404
22,7,9.054237856012522
22,6,6.896479977950206
22,5,4.903074200886835
22,4,2.6240479681773863
22,3,1.0185272235376097
23,21,0.12981395696728815
23,20,0.8533018073017641
